# brandedPartId<TAB>abstractPartTypeId<TAB>modelId<TAB>partGradeId<TAB>partType
11003	11001	608	1	ND (0.2) Shock
11004	11001	609	1	ND (0.3) Shock
11005	11001	610	2	HD (0.24) Shock
11006	11001	611	2	HD (0.3) Shock
11007	11001	1740	2	HD (0.36) Shock
11008	11001	612	3	XHD (0.3) Shock
11009	11001	613	3	XHD (0.36) Shock
11010	11001	614	3	XHD (0.4) Shock
11011	11001	2200	1	ND (0.3) 12.5" Shock
11012	11001	2665	2	Edelbrock Performer IAS Shock
11013	11001	2666	3	Edelbrock Street Stock Race Shock
11014	11001	3856	2	Press HD (.28) Shock
11015	11001	3857	2	Press HD (.33) Shock
11016	11001	3858	2	Press HD (.38) Shock
11017	11001	3859	3	Press XHD (.33) Shock
11018	11001	3860	3	Press XHD (.38) Shock
11019	11001	3861	3	Press XHD (.40) Shock
11020	11001	3851	1	Press LD (.26) Shock
11021	11001	3852	1	Press LD (.28) Shock
11022	11001	3853	1	Press ND (.26) Shock
11023	11001	3854	1	Press ND (.28) Shock
11024	11001	3855	1	Press ND (.33) Shock
12001	12001	559	1	70 lb/in traverse spring
12002	12001	560	1	80 lb/in traverse spring
12003	12001	561	1	90 lb/in traverse spring
12004	12001	562	1	100  lb/in traverse spring
12005	12001	563	1	110 lb/in traverse spring
12006	12001	564	1	120 lb/in coil spring
12007	12001	565	1	130 lb/in coil spring
12008	12001	566	1	140 lb/in coil spring
12009	12001	567	1	150 lb/in coil spring
12010	12001	568	1	160 lb/in coil spring
12011	12001	569	1	170 lb/in coil spring
12012	12001	570	2	180 lb/in leaf spring
12013	12001	571	2	190 lb/in leaf spring
12014	12001	572	3	200 lb/in leaf spring
12015	12001	573	3	210 lb/in coil-over spring
12016	12001	574	3	220 lb/in coil-over spring
12017	12001	575	3	230 lb/in coil-over spring
12018	12001	576	3	240 lb/in coil-over spring
12019	12001	577	3	250 lb/in coil-over spring
12020	12001	2201	1	100 lb/in coil spring
12021	12001	2202	1	110 lb/in coil spring
12022	12001	2203	1	150 lb/in leaf spring
12023	12001	2204	1	160 lb/in leaf spring
12024	12001	2205	1	170 lb/in leaf spring
12025	12001	2206	3	200 lb/in coil-over spring
12026	12001	2207	3	190 lb/in coil-over spring
12027	12001	2212	1	130 lb/in leaf spring
12028	12001	2214	1	110 lb/in leaf spring
12029	12001	2213	1	120 lb/in leaf spring
12030	12001	2211	1	140 lb/in leaf spring
12031	12001	2210	3	160 lb/in coil-over spring
12032	12001	2209	3	170 lb/in coil-over spring
12033	12001	2208	3	180 lb/in coil-over spring
12034	12001	2390	1	220 lb/in coil spring
12035	12001	2391	1	230 lb/in coil spring
12036	12001	2392	1	240 lb/in coil spring
12037	12001	2393	2	250 lb/in coil spring
12038	12001	2394	2	260 lb/in coil spring
12039	12001	2395	2	270 lb/in coil spring
12040	12001	2396	2	280 lb/in coil spring
12041	12001	2397	2	290 lb/in coil spring
12042	12001	2398	2	300 lb/in coil spring
12043	12001	2399	2	310 lb/in coil spring
12044	12001	2400	2	320 lb/in coil spring
12045	12001	2401	2	330 lb/in coil spring
12046	12001	2402	2	340 lb/in coil spring
12047	12001	2403	2	350 lb/in coil spring
12048	12001	2404	3	360 lb/in coil spring
12049	12001	2405	3	370 lb/in coil spring
12050	12001	2406	3	380 lb/in coil spring
12051	12001	2407	3	390 lb/in coil spring
12052	12001	2408	3	400 lb/in coil spring
12053	12001	2409	3	410 lb/in coil spring
12054	12001	2410	3	420 lb/in coil spring
12055	12001	2411	3	430 lb/in coil spring
12056	12001	2412	3	440 lb/in coil spring
12057	12001	2413	3	450 lb/in coil spring
12064	12001	2420	1	180 lb/in coil spring
12065	12001	2673	2	Edelbrock AB Coil Spring
12066	12001	2674	2	Edelbrock AS Coil Spring
12067	12001	2675	2	Edelbrock AGB Coil Spring
12068	12001	2676	2	Edelbrock M Coil Spring
12069	12001	2677	2	Edelbrock F Coil Spring
12073	12001	4221	1	70 lb/in coil spring
12074	12001	4220	1	80 lb/in coil spring
12075	12001	4225	2	100 lb/in coil-over spring
12076	12001	4226	2	110 lb/in coil-over spring
12077	12001	4227	2	120 lb/in coil-over spring
12078	12001	4228	2	130 lb/in coil-over spring
12079	12001	4229	2	140 lb/in coil-over spring
12080	12001	4230	2	150 lb/in coil-over spring
12081	12001	4231	3	260 lb/in coil-over spring
12082	12001	4232	3	270 lb/in coil-over spring
12083	12001	4233	3	280 lb/in coil-over spring
12084	12001	4234	3	290 lb/in coil-over spring
12085	12001	4235	3	300 lb/in coil-over spring
12086	12001	4236	3	310 lb/in coil-over spring
12087	12001	4237	3	320 lb/in coil-over spring
12088	12001	4238	3	330 lb/in coil-over spring
12089	12001	4239	3	340 lb/in coil-over spring
12090	12001	4240	3	350 lb/in coil-over spring
12091	12001	4241	3	360 lb/in coil-over spring
12092	12001	4242	3	370 lb/in coil-over spring
12093	12001	4243	3	380 lb/in coil-over spring
12094	12001	4244	3	390 lb/in coil-over spring
12095	12001	4245	4	400 lb/in coil-over spring
12096	12001	4246	4	410 lb/in coil-over spring
12097	12001	4247	4	420 lb/in coil-over spring
12098	12001	4248	4	430 lb/in coil-over spring
12099	12001	4249	4	440 lb/in coil-over spring
12100	12001	4250	4	450 lb/in coil-over spring
12116	12001	4269	1	100 lb/in coil spring
12117	12001	4270	2	210 lb/in leaf spring
12118	12001	4271	2	220 lb/in leaf spring
12119	12001	4272	2	230 lb/in leaf spring
12120	12001	4273	2	240 lb/in leaf spring
12121	12001	4274	2	250 lb/in leaf spring
12122	12001	4275	2	260 lb/in leaf spring
12123	12001	4276	3	270 lb/in leaf spring
12124	12001	4277	3	280 lb/in leaf spring
12125	12001	4278	3	290 lb/in leaf spring
12126	12001	4279	3	300 lb/in leaf spring
12127	12001	4266	1	70 lb/in leaf spring
12128	12001	4267	1	80 lb/in leaf spring
12129	12001	4268	1	90 lb/in leaf spring
12130	12001	4283	1	NV 100 lb/in traverse spring
12131	12001	4284	1	NV 110 lb/in traverse spring
12132	12001	4285	1	NV 120 lb/in traverse spring
12133	12001	4286	2	NV 130 lb/in traverse spring
12134	12001	4287	2	NV 140 lb/in traverse spring
12135	12001	4288	2	NV 150 lb/in traverse spring
12136	12001	4289	2	NV 160 lb/in traverse spring
12137	12001	4280	1	NV 70 lb/in traverse spring
12138	12001	4281	1	NV 80 lb/in traverse spring
12139	12001	4282	1	NV 90 lb/in traverse spring
13001	13001	578	1	50 Nm Sway Bar
13002	13001	579	1	60 Nm Sway Bar
13003	13001	580	1	70 Nm Sway Bar
13004	13001	581	1	80 Nm Sway Bar
13005	13001	582	1	90 Nm Sway Bar
13006	13001	583	1	100 Nm Sway Bar
13007	13001	584	1	110 Nm Sway Bar
13008	13001	585	1	120 Nm Sway Bar
13009	13001	586	1	130 Nm Sway Bar
13010	13001	587	1	140 Nm Sway Bar
13011	13001	588	1	150 Nm Sway Bar
13012	13001	589	1	160 Nm Sway Bar
13013	13001	590	1	170 Nm Sway Bar
13014	13001	591	2	180 Nm Sway Bar
13015	13001	592	2	190 Nm Sway Bar
13016	13001	593	2	200 Nm Sway Bar
13017	13001	594	2	210 Nm Sway Bar
13018	13001	595	2	220 Nm Sway Bar
13019	13001	596	2	230 Nm Sway Bar
13020	13001	597	2	240 Nm Sway Bar
13021	13001	598	3	250 Nm Sway Bar
13022	13001	599	3	260 Nm Sway Bar
13023	13001	600	3	270 Nm Sway Bar
13024	13001	601	3	280 Nm Sway Bar
13025	13001	2678	2	Edelbrock Tubular Panhard Rod
13026	13001	4184	4	290 Nm NL Sway Bar
13027	13001	4183	1	30 Nm NL Sway Bar
13028	13001	4185	4	300 Nm NL Sway Bar
13038	13001	4182	1	40 Nm NL Sway Bar
13040	13001	4201	2	100 Nm NL Sway Bar
13041	13001	4202	2	110 Nm NL Sway Bar
13042	13001	4203	2	120 Nm NL Sway Bar
13043	13001	4204	2	130 Nm NL Sway Bar
13044	13001	4205	2	140 Nm NL Sway Bar
13045	13001	4206	1	150 Nm Sway Bar
13046	13001	4207	2	160 Nm NL Sway Bar
13047	13001	4208	3	170 Nm NL Sway Bar
13048	13001	4209	3	180 Nm NL Sway Bar
13049	13001	4210	3	190 Nm NL Sway Bar
13050	13001	4211	2	200 Nm Sway Bar
13051	13001	4212	3	210 Nm NL Sway Bar
13052	13001	4213	3	220 Nm NL Sway Bar
13053	13001	4214	3	230 Nm NL Sway Bar
13054	13001	4215	3	240 Nm NL Sway Bar
13055	13001	4216	3	250 Nm NL Sway Bar
13056	13001	4217	4	260 Nm NL Sway Bar
13057	13001	4218	4	270 Nm NL Sway Bar
13058	13001	4219	4	280 Nm NL Sway Bar
13059	13001	4196	1	50 Nm NL Sway Bar
13060	13001	4197	1	60 Nm NL Sway Bar
13061	13001	4198	1	70 Nm NL Sway Bar
13062	13001	4199	1	80 Nm NL Sway Bar
13063	13001	4200	1	90 Nm NL Sway Bar
14001	14001	602	1	LD Traction Bar
14002	14001	603	2	ND Traction Bar
14003	14001	604	3	HD Traction Bar
14005	14001	2679	2	Edelbrock Anti-Hop Bar
15001	15001	2031	1	Wheel Assembly
16001	16001	195	1	Fuzzy Dice Accessory
17001	17001	2375	1	Generic Roll Bar
18001	18001	226	1	Medium Window Tinting
18002	18001	2157	1	Light Window Tinting
18003	18001	2158	1	Dark Window Tinting
18004	18001	2159	1	Very Dark Window Tinting
20101	20001	1	1	1932 Ford Coupe
20102	20001	7	1	1940 Ford Coupe
20103	20001	14	1	1953 Ford Crestline
20104	20001	21	1	1957 Ford Fairlane
20105	20001	25	1	1957 Ford Ranchero
20106	20001	47	1	1957 Ford Thunderbird
20107	20001	32	1	1963 Ford Thunderbird
20108	20001	509	1	1964 Ford Mustang
20109	20001	40	1	1964 Ford Galaxie
20110	20001	974	1	1969 Ford Torino GT
20111	20001	36	1	1970 Ford Boss 302
20112	20001	2	1	1949 Mercury Coupe
20113	20001	3	1	1957 Chevrolet Bel-Air
20114	20001	8	1	1957 Chevrolet Corvette
20115	20001	16	1	1957 Chevrolet Nomad
20116	20001	48	1	1964 Chevrolet Impala
20118	20001	49	1	1958 Chevrolet Impala
20119	20001	33	1	1967 Chevrolet Chevelle
20120	20001	37	1	1967 Chevrolet Camaro
20121	20001	41	1	1970 Chevrolet Chevelle
20122	20001	45	1	1970 Chevrolet El Camino
20123	20001	46	1	1970 Chevrolet Nova
20124	20001	4	1	1947 Cadillac Series 62
20125	20001	9	1	1959 Cadillac Eldorado
20126	20001	10	1	1969 Oldsmobile 4-4-2
20127	20001	5	1	1955 Buick Century
20128	20001	6	1	1966 Pontiac GTO
20129	20001	12	1	1969 Pontiac GTO
20130	20001	20	1	1973 Pontiac Firebird T/A
20131	20001	172	1	1969 AMC AMX
20132	20001	173	1	1969 Dodge Charger
20133	20001	174	1	1969 Plymouth Rd. Runner
20134	20001	175	1	1970 Plymouth Cuda
20135	20001	176	1	1971 Plymouth Duster
20140	20001	2217	1	1967 Chevrolet Camaro SS
20157	20001	990	1	1969 Plymouth GTX
20210	20001	2179	1	1970 Ford Mustang
20211	20001	2180	1	1969 Ford Torino Cobra
20212	20001	2181	1	1970 Ford Mach 1
20213	20001	2182	1	1970 Plymouth Hemi Cuda
20214	20001	2183	1	1970 Plymouth 440 Cuda
20215	20001	2184	1	1970 Plymouth AAR Cuda
20216	20001	2185	1	1971 Plymouth 340 Duster
20217	20001	2186	1	1964 Chevrolet Impala SS
20218	20001	2187	1	1967 Chevrolet Chevelle SS
20219	20001	2188	1	1967 Chevrolet Camaro RS
20220	20001	2189	1	1967 Chevrolet Camaro Z-28
20221	20001	2190	1	1970 Chevrolet Chevelle SS
20222	20001	2191	1	1970 Chevrolet El Camino SS
20223	20001	2192	1	1970 Chevrolet Nova SS
20224	20001	2193	1	1969 Oldsmobile 4-4-2 W-30
20225	20001	2194	1	1969 Oldsmobile Hurst 4-4-2
20226	20001	1230	1	1969 Pontiac GTO Judge
20227	20001	2196	1	1973 Pontiac Firebird Formula
20228	20001	2197	1	1973 Pontiac Firebird
20246	20001	3938	1	1953 Chevrolet Model 3100 Pickup
20247	20001	3941	1	1955 Chevrolet Cameo Carrier Pickup
20248	20001	3944	1	1956 Ford F-100 Pickup
21001	21001	198	1	53 C.line Fender Skirt
21002	21001	221	1	1937 Ford
21003	21001	222	1	1939 Chevrolet
21004	21001	220	1	40 Coupe Fender Skirt
21005	21001	223	1	1941 Plymouth
21006	21001	202	1	1947 Cadillac
21007	21001	203	1	1949 Ford
21008	21001	205	1	1953 Chevy Bel Air
21009	21001	199	1	1955 Ford Fairlane
21010	21001	200	1	1956 Ford / Thunderbird
21011	21001	201	1	1957 Ford / Thunderbird
21012	21001	206	1	1967 Chevy Impala
21013	21001	207	1	1969 Chevy Chevelle
21014	21001	208	1	1970 Chevrolet Monte Carlo
21015	21001	204	1	1973 Cadillac Fleetwood Eldorado
21016	21001	246	1	49 Coupe Fender Skirt
22001	22001	657	1	Cuda A
22002	22001	658	1	Cuda B
22003	22001	659	1	Cuda 2stone
22004	22001	660	1	El Camino A
22005	22001	661	1	El Camino B
22006	22001	662	1	Firebird A
22007	22001	663	1	Firebird B
22008	22001	664	1	Fury
22009	22001	665	1	GMC
22010	22001	666	1	Hillman
22011	22001	667	1	Impala
22012	22001	668	1	Metropolitan
22013	22001	669	1	Metropolitan Siren
22014	22001	670	1	Mustang
22015	22001	671	1	Snubnose
22016	22001	672	1	Aoooga A
22017	22001	673	1	Aoooga B
22018	22001	674	1	Aoooga C
22019	22001	2114	1	Horn La cooca racha
22020	22001	2151	1	Horn Charge
22021	22001	2150	1	Horn Dixie
22022	22001	2149	1	Horn Reville
22023	22001	2160	1	Horn Charge Short
23001	23001	228	1	1927 Ford Model T Boards
23002	23001	229	1	1931 Ford Model A Boards
23003	23001	830	1	1932 Ford Coupe Boards
23004	23001	230	1	1932 Chevrolet Confederate Boards
23005	23001	231	1	1934 Ford Coupe Boards
23006	23001	232	1	1937 Ford Coupe Boards
23007	23001	233	1	1937 Chevy Coupe Boards
23008	23001	234	1	1939 Chevy Coupe Boards
23009	23001	834	1	1940 Ford Deluxe Coupe Boards
23010	23001	235	1	1941 Plymouth Coupe Boards
23011	23001	236	1	1947 Cadillac Sedanette Boards
23012	23001	237	1	1941 Plymouth Coupe Boards
23013	23001	237	1	1948 Ford Woody Boards
26001	26001	244	1	White Fog Lights
27003	26001	238	1	Amber Fog Lights
28001	28001	272	1	1940 Ford Spot Light
28002	28001	273	1	1947 Cadillac Spot Light
28003	28001	274	1	1955 Buick Spot Light
28004	28001	275	1	1957 Chevy Bel-Air Spot Light
28005	28001	276	1	1957 Chevy Wagon Spot Light
29001	29001	637	1	25 kg Spoiler
29002	29001	638	1	50 kg Spoiler
29003	29001	639	1	75 kg Spoiler
29004	29001	640	2	100 kg Spoiler
29005	29001	641	2	125 kg Spoiler
29006	29001	642	2	150 kg Spoiler
29007	29001	643	3	175 kg Spoiler
29008	29001	644	3	200 kg Spoiler
29009	29001	645	3	225 kg Spoiler
29011	29001	3834	2	110 kg Spoiler
29012	29001	3835	2	130 kg Spoiler
29013	29001	3836	2	160 kg Spoiler
29014	29001	3837	3	190 kg Spoiler
29015	29001	3838	3	210 kg Spoiler
29016	29001	3839	3	230 kg Spoiler
29018	29001	3831	1	35 kg Spoiler
29019	29001	3832	1	60 kg  Spoiler
29020	29001	3833	2	90 kg Spoiler
30001	30001	647	1	25 kg Rear Spoiler
30002	30001	648	1	50 kg Rear Spoiler
30003	30001	649	1	75 kg Rear Spoiler
30004	30001	650	2	100 kg Rear Spoiler
30005	30001	641	2	125 kg Rear Spoiler
30006	30001	652	2	150 kg Rear Spoiler
30007	30001	643	3	175 kg Rear Spoiler
30008	30001	654	3	200 kg Rear Spoiler
30009	30001	645	3	225 kg Rear Spoiler
30011	30001	3844	2	110 kg rear spoiler
30012	30001	3845	2	130 kg rear spoiler
30013	30001	3846	2	160 kg rear spoiler
30014	30001	3847	3	190 kg rear spoiler
30015	30001	3848	3	210 kg rear spoiler
30016	30001	3849	3	230 kg rear spoiler
30018	30001	3841	1	35 kg rear spoiler
30019	30001	3842	1	60 kg rear spoiler
30020	30001	3843	2	90 kg rear spoiler
31150	31001	2164	1	Vinyl Top
31151	31001	2162	1	Chopped Top
31152	31001	2163	1	Convertible Top
31153	31001	2161	1	Hardtop
32001	32001	407	1	Wheelie Bar Attachment
33001	33001	192	1	Speedline Driver
34001	34001	828	0	32 Ford Fenders
34002	34001	829	0	32 Ford Fenders
35001	35001	831	0	32 Ford Bumpers
35002	35001	443	0	40 Ford Bumpers
35003	35001	2156	0	65 Shelby Cobra Bumpers
36001	36001	2032	1	Engine Assembly
36002	36001	953	1	Engine Assembly
36003	36001	954	1	Engine Assembly
36004	36001	955	1	Engine Assembly
36005	36001	956	1	Engine Assembly
36006	36001	957	1	Engine Assembly
36007	36001	958	1	Engine Assembly
36008	36001	959	1	Engine Assembly
36009	36001	960	1	Engine Assembly
36010	36001	961	1	Engine Assembly
36011	36001	1014	1	Engine Assembly
36012	36001	1015	1	Engine Assembly
36013	36001	1016	1	Engine Assembly
36014	36001	1017	1	Engine Assembly
36015	36001	1018	1	Engine Assembly
36016	36001	1019	3	Chrysler Hemi 426 2x4V (425 hp)
36017	36001	1021	1	Engine Assembly
36018	36001	1020	1	Engine Assembly
36019	36001	1113	1	Engine Assembly
36020	36001	1114	1	Engine Assembly
36021	36001	1115	1	Engine Assembly
36022	36001	1116	1	Engine Assembly
36023	36001	1117	1	Engine Assembly
36024	36001	1118	1	Engine Assembly
36025	36001	1119	1	Engine Assembly
36026	36001	1120	1	Engine Assembly
36027	36001	1121	1	Engine Assembly
36028	36001	1122	1	Engine Assembly
36029	36001	1123	1	Engine Assembly
36030	36001	1472	1	Buick 322 4V (255 hp)
36031	36001	1474	1	Chevy SB 265 2V (162 hp)
36032	36001	1475	1	Chevy SB 265 4V (180 hp)
36033	36001	1476	1	Chevy SB 265 4V (195 hp)
36034	36001	1477	1	Chevy SB 283 2V (185 hp)
36035	36001	1478	1	Chevy SB 283 4V (220 hp)
36036	36001	1479	1	Chevy SB 283 2x4V (245 hp)
36037	36001	1480	1	Chevy SB 283 2x4V (270 hp)
36038	36001	1481	2	Chevy SB 283 FI (283 hp)
36039	36001	1482	2	Chevy SB 283 FI (290 hp)
36040	36001	1483	2	Chevy SB 283 FI (275 hp)
36041	36001	1484	2	Chevy SB 283 FI (315 hp)
36042	36001	1485	1	Chevy SB 265 2x4V (225 hp)
36043	36001	1486	1	Chevy SB 327 4V (250 hp)
36044	36001	1487	1	Chevy SB 327 4V (300 hp)
36045	36001	1488	2	Chevy SB 327 4V (340 hp)
36046	36001	1489	2	Chevy SB 327 FI (360 hp)
36047	36001	1490	2	Chevy SB 327 4V (365 hp)
36048	36001	1491	2	Chevy SB 327 FI (375 hp)
36049	36001	1492	2	Chevy SB 302 4V (290 hp)
36050	36001	1493	1	Chevy SB 350 4V (295 hp)
36051	36001	1494	1	Chevy SB 350 4V (250 hp)
36052	36001	1495	2	Chevy SB 350 4V (350 hp)
36053	36001	1496	2	Chevy SB 350 4V (360 hp) Z/28
36054	36001	1497	2	Chevy SB 350 4V (370 hp) LT-1
36055	36001	1498	1	Chevy SB 400 4V (265 hp)
36056	36001	1500	1	Chevy W 348 4V (250 hp)
36057	36001	1501	1	Chevy W 348 3x2V (280 hp)
36058	36001	1502	2	Chevy W 348 4V (305 hp)
36059	36001	1503	2	Chevy W 348 4V (315 hp)
36060	36001	1504	2	Chevy W 348 3x2V (315 hp)
36061	36001	1505	2	Chevy W 348 4V (320 hp)
36062	36001	1506	2	Chevy W 348 3x2V (335 hp)
36063	36001	1507	2	Chevy W 348 4V (340 hp)
36064	36001	1508	2	Chevy W 348 3x2V (350 hp)
36065	36001	1509	2	Chevy W 409 4V (360 hp)
36066	36001	1510	2	Chevy W 409 4V (380 hp)
36067	36001	1511	2	Chevy W 409 2x4V (409 hp)
36068	36001	1512	2	Chevy W 409 4V (340 hp)
36069	36001	1513	2	Chevy W 409 4V (400 hp)
36070	36001	1515	2	Chevy W 427 2x4V (430 hp) Z11
36071	36001	1518	1	Chevy BB 396 4V (325 hp)
36072	36001	1519	2	Chevy BB 396 4V (350 hp)
36073	36001	1520	2	Chevy BB 396 4V (425 hp)
36074	36001	1522	1	Chevy BB 396 4V (360 hp)
36075	36001	1523	1	Chevy BB 427 4V (390 hp)
36076	36001	1524	2	Chevy BB 427 4V (425 hp)
36077	36001	1525	2	Chevy BB 427 3x2V (400 hp)
36078	36001	1526	3	Chevy BB 427 4V (430 hp) L88
36079	36001	1527	3	Chevy BB 427 3x2V (435 hp) L89
36080	36001	1528	3	Chevy BB 427 3x2V (435 hp) L71
36081	36001	1529	1	Chevy BB 402 4V (325 hp)
36082	36001	1531	1	Chevy BB 454 4V (345 hp) LS4
36083	36001	1532	1	Chevy BB 454 4V (360 hp) LS5
36084	36001	1533	2	Chevy BB 454 4V (390 hp) LS5
36085	36001	1534	3	Chevy BB 454 4V (425 hp) LS6
36086	36001	1535	3	Chevy BB 454 4V (450 hp) LS6
36087	36001	1536	3	Chevy BB 454 4V (465 hp) LS7
36088	36001	1537	1	Olds 455 2V (310 hp)
36089	36001	1539	1	Olds 455 4V (365 hp)
36090	36001	1540	1	Olds 455 4V (375 hp)
36091	36001	1541	2	Olds 455 4V (390 hp)
36092	36001	1542	2	Olds 455 4V (400 hp)
36093	36001	1543	1	Olds 400 4V (345 hp)
36094	36001	1545	1	Olds 400 4V (350 hp)
36095	36001	1546	2	Olds 400 3x2V (365 hp)
36096	36001	1547	1	Olds 400 2V (300 hp)
36097	36001	1548	2	Olds 400 4V W30
36098	36001	1550	1	Pontiac 389 2V (215 hp)
36099	36001	1551	1	Pontiac 389 2V (245 hp)
36100	36001	1552	1	Pontiac 389 4V (260 hp)
36101	36001	1553	1	Pontiac 389 2V (280 hp)
36102	36001	1554	1	Pontiac 389 4V (303 hp)
36103	36001	1555	2	Pontiac 389 Trophy 4V (300 hp)
36104	36001	1556	2	Pontiac 389 Trophy 3x2V (315 hp)
36105	36001	1557	3	Pontiac 389 SD 4V (330 hp)
36106	36001	1558	3	Pontiac 389 SD 3x2V (345 hp)
36107	36001	1562	2	Pontiac 389 Trophy 3x2V (333 hp)
36108	36001	1563	2	Pontiac 389 Trophy 4V (318 hp)
36109	36001	1564	2	Pontiac 389 SD 3x2V (363 hp)
36110	36001	1566	2	Pontiac 421 SD 2x4V (373 hp)
36111	36001	1567	1	Pontiac 421 4V (320 hp)
36112	36001	1568	3	Pontiac 421 SD 2x4V (405 hp)
36113	36001	1569	2	Pontiac 421 HO 4V (353 hp)
36114	36001	1570	2	Pontiac 421 HO 3x2V (370 hp)
36115	36001	1571	3	Pontiac 421 SD 4V (390 hp)
36116	36001	1572	3	Pontiac 421 SD 2x4V (410 hp)
36117	36001	1575	1	Pontiac 400 2V (255 hp)
36118	36001	1576	1	Pontiac 400 4V (290 hp)
36119	36001	1577	2	Pontiac 400 Ram Air I
36120	36001	1579	2	Pontiac 400 Ram Air II
36121	36001	1581	2	Pontiac 400 Ram Air IV
36122	36001	1583	2	Pontiac 455 4V (360 hp)
36123	36001	1584	2	Pontiac 455 4V (370 hp)
36124	36001	1585	1	Pontiac 455 HO 4V (335 hp)
36125	36001	1586	2	Pontiac 455 SD 4V (290 hp)
36126	36001	1587	1	Ford Y 292 4V (193 hp)
36127	36001	1588	1	Ford Y 292 4V (198 hp)
36128	36001	1589	1	Ford Y 292 4V (212 hp)
36129	36001	1590	1	Ford Y 312 4V (210 hp)
36130	36001	1592	1	Ford Y 312 4V (225 hp)
36131	36001	1593	1	Ford Y 312 2x4V (265 hp)
36132	36001	1594	2	Ford FE 352 4V (300 hp)
36133	36001	1595	2	Ford FE 352 HP 4V (360 hp)
36134	36001	1596	1	Ford FE 352 2V (220 hp)
36135	36001	1597	1	Ford FE 390 4V (300 hp)
36136	36001	1598	2	Ford FE 390 HP 4V (375 hp)
36137	36001	1599	2	Ford FE 390 HP 3x2V (401 hp)
36138	36001	1601	2	Ford FE 390 PI 4V (330 hp)
36139	36001	1602	1	Ford FE 390 3x2V (340 hp)
36140	36001	1603	1	Ford FE 390 2V (250 hp)
36141	36001	1604	1	Ford FE 390 2V (275 hp)
36142	36001	1605	1	Ford FE 390 4V (315 hp)
36143	36001	1606	1	Ford FE 390 GT 4V (335 hp)
36144	36001	1607	2	Ford FE 406 4V (385 hp)
36145	36001	1608	2	Ford FE 406 3x2V (405 hp)
36146	36001	1610	2	Ford FE 427 LR 4V (410 hp)
36147	36001	1611	2	Ford FE 427 MR 4V (410 hp)
36148	36001	1612	2	Ford FE 427 MR 2x4V (425 hp)
36149	36001	1614	3	Ford FE 427 SOHC 4V (615 hp)
36150	36001	1616	1	Ford FE 428 4V (345 hp)
36151	36001	1617	1	Ford FE 428 4V (360 hp)
36152	36001	1618	2	Ford FE 428 CJ 4V (335 hp)
36153	36001	1619	2	Ford FE 428 SCJ 4V (335 hp)
36154	36001	1620	1	Ford SB 260 2V (164 hp)
36155	36001	1621	1	Ford SB 289 HP 4V (271 hp)
